page,sl_no,ministry,sector,project_name,agency,project_code,legacy_ocms_code,pmgid,state,date_of_approval,start_date,original_target_doc,revised_doc,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct
138,1530,Ministry of Road Transport & Highways,Roads & Highways,Widening to two lane with paved shoulders from Km 0/000 to Km 45/946 of Nizampet- Narayankhed-bidar section of NH-161B in the state of Telangana under Annual Plan 2021-22 on EPC mode under NHO,MoRTH,618091,-,-,Telangana,03/2022,02/2024,02/2026,03/2027,512.98,512.98,152.49,46.0
138,1531,Ministry of Road Transport & Highways,Roads & Highways,Widening to two lane with paved shoulders from Km 0/000 to Km 79/300 of Kalwakurthy - Kollapur section of NH-167K in the state of Telangana under annual plan 2021-22 on EPC mode under NHO.,MoRTH,618104,-,-,Telangana,03/2022,07/2023,07/2025,08/2026,886.69,886.69,620.25,90.05
138,1532,Ministry of Road Transport & Highways,Roads & Highways,Widening and strengthening to 4 lane / 2-lane with paved shoulders of Mahabubnagar - Chincholi section from km 60/255 to Km 102/834 of NH-167N in the State of Telangana on EPC mode.,MoRTH,618105,-,-,Telangana,03/2022,10/2023,10/2025,11/2026,631.49,631.49,125.34,46.63
138,1533,Ministry of Road Transport & Highways,Roads & Highways,Widening and Strengthening to 2/4 lane with paved shoulders of Mahabubnagar Chincholi section from Km 0/0 to Km 60/255 of NH-167N in the state of Telangana under Annual plan 2021-22 on EPC modepackage-I under NHO Job No.167N-TS- 2021-22-75,MoRTH,618106,-,-,Telangana,01/2022,05/2026,11/2027,03/2026,703.68,703.68,304.65,90.69
138,1534,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2 lane with paved shoulders from 0.00 to 32.970 ofAdilabadto Bela section of NH 353B in the State of Telangana,MoRTH,618130,-,-,Telangana,10/2022,05/2024,05/2026,12/2026,490.92,490.92,149.79,79.07
138,1535,Ministry of Road Transport & Highways,Roads & Highways,Widening to two/four lane with paved shoulders from Km.34.250 to Km.71.830 of NH- 365A on Kodad-Khammam-Kurvi road.,MoRTH,618140,-,-,Telangana,10/2022,02/2025,01/2027,01/2027,445.76,445.76,18.32,13.33
138,1536,Ministry of Road Transport & Highways,Roads & Highways,Widening and Improvement of existing carriage way to 2 lane with paved shoulders from Km. 86/160 to 131/730 of Jangaon-Duddeda section of NH-365B in the State of Telangana on EPC Mode,MoRTH,618141,-,-,Telangana,01/2022,12/2022,12/2024,12/2026,423.48,423.48,184.83,77.85
138,1537,Ministry of Road Transport & Highways,Roads & Highways,Widening to Two lane with paved shoulders from 106/830 to 158/496 of Yellareddy- Rudrur Section of NH-765D in the state of Telangana on EPC mode under NHO under Annual plan 2022-23,MoRTH,618182,-,-,Telangana,10/2022,07/2024,07/2026,05/2027,499.88,499.88,207.08,68.9
138,1538,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2 lane with paved shoulders from Km 62/920 to km 106/830 of Medak - Yellareddy section in the State of Telangana under Annual Plan 2022-23 on EPC mode under NHO,MoRTH,618183,-,-,Telangana,10/2022,08/2024,08/2026,08/2026,399.01,399.01,146.04,70.6
138,1539,Ministry of Road Transport & Highways,Roads & Highways,"Rehabilitation and Up-gradation of Valigonda to Thorrur Section to Two Lane with Paved Shoulders from Km 39.180 to Km 108.300 of NH-930P in the State of Telangana on Engineering, Procurement and Construction EPC Basis",MoRTH,618186,-,-,Telangana,01/2022,12/2022,12/2024,09/2026,549.28,549.28,325.77,94.97
138,1540,Ministry of Road Transport & Highways,Roads & Highways,Widening to two lane with paved shoulders of 'Bodhan Basar Bhainsa ' section from Km 38/900 to 95/300 of NH-161BB in the state of Telangana under Annual Plan 2021- 22 on EPC Mode under NH O.,MoRTH,618190,-,-,Telangana,03/2022,03/2023,03/2025,08/2026,644.45,644.45,403.48,98.6
138,1541,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2 lane with Paved Shoulders of Siddipet-Elkathurthy section from Km 69/978 to km 133/619 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,MoRTH,618196,-,-,Telangana,01/2022,12/2022,09/2024,12/2026,578.85,578.85,0.0,85.0
138,1542,Ministry of Road Transport & Highways,Roads & Highways,Widening to 2 lane with Paved Shoulders of Medak - Siddipet section from Km 0/0 to km 69/978 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,MoRTH,618197,-,-,Telangana,01/2022,01/2023,01/2025,12/2026,882.18,882.18,383.75,74.06
139,1543,Ministry of Road Transport & Highways,Roads & Highways,Khammam-Devarapalle Pkg I [4L Access Controlled Greenfield from Thallampadu village to Somavaram village Design Chainage 0000 to 33604],NHAI,618746,-,-,Telangana,01/2021,10/2022,10/2024,10/2026,797.36,1337.18,684.62,97.26
139,1544,Ministry of Road Transport & Highways,Roads & Highways,4L of Karimnagar-Warangal section from km 49.500 to km 117.820 of NH-563,NHAI,618765,-,-,Telangana,03/2022,07/2023,07/2025,08/2026,2146.86,2486.51,1272.62,92.4
139,1545,Ministry of Road Transport & Highways,Roads & Highways,4L Access Controlled Greenfield Highway Section Mancherial Warangal from Pangidipalle village at Design Ch. 72.350 Km to Oorugonda village at Design Ch. 112.240 KmPackage-III,NHAI,618811,-,-,Telangana,03/2023,10/2025,10/2027,01/2028,1183.71,1170.64,209.72,5.63
139,1546,Ministry of Road Transport & Highways,Roads & Highways,4L Access Controlled Greenfield Section Mancherial Warangal from Puttapaka village at Design Ch. 35.300 Km to Pangidipalle village at Design Ch. 72.350 KmPackage-II,NHAI,618812,-,-,Telangana,01/2023,06/2025,06/2027,12/2027,1129.33,1145.41,210.45,9.04
139,1547,Ministry of Road Transport & Highways,Roads & Highways,4L Access Controlled Greenfield Section Mancherial Warangal from Narva village at Design Ch. 3.834 Km to Puttapaka village at Design Ch. 35.300 Km Package-I,NHAI,618813,-,-,Telangana,03/2023,12/2024,12/2026,10/2027,1127.9,1104.27,161.67,11.28
139,1548,Ministry of Road Transport & Highways,Roads & Highways,4L Access Controlled Greenfield Highway section on NH163G Warangal-Khammam from Oorugonda village in Hanamkonda District at Design Ch. 112.240 Km to Venkatpur village in Warangal District at Design Ch. 150.240 KmPackage-I,NHAI,618814,-,-,Telangana,03/2023,06/2025,06/2027,05/2028,1142.6,1140.82,160.19,0.5
139,1549,Ministry of Road Transport & Highways,Roads & Highways,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Venkatpur village in Warangal District at Design Ch. 150.240 Km to Thallasenkesa village in Mahabubabed District at Design Ch. 189.650 kmPackage-II,NHAI,618815,-,-,Telangana,03/2023,04/2024,04/2026,03/2027,1092.88,1083.11,408.59,77.65
139,1550,Ministry of Road Transport & Highways,Roads & Highways,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Thallasenkesa village at Design Ch. 189.650 km to V.Vekatayapalem village in Khammam District at Design Ch. 220.480 KmPackage-III,NHAI,618816,-,-,Telangana,03/2023,07/2025,07/2027,07/2027,1105.25,1098.05,168.28,10.11
139,1551,Ministry of Road Transport & Highways,Roads & Highways,4L Access Controlled Greenfield Highway section on NH-163G Khammam Vijayawada from V. Venkatayapalem village at Design Ch. 220.480 Km to BrahmanapalliK village at Design Ch. 250.400 Km Package-I.,NHAI,618817,-,-,Telangana,03/2023,03/2025,03/2027,06/2027,973.45,1021.96,271.03,45.89
139,1552,Ministry of Road Transport & Highways,Roads & Highways,Hyderabad - Maneguda,NHAI,618944,-,-,Telangana,10/2021,11/2024,11/2026,05/2027,958.86,1218.49,431.45,24.2
139,1553,Ministry of Road Transport & Highways,Roads & Highways,4L of Kodad Design Km 0.00/Existing Km 185.00 of NH-65 to Khammam Design Km 31.800/Existing Km 29.400 of NH-365A,NHAI,618945,-,-,Telangana,01/2021,01/2022,05/2024,08/2026,1149.17,1606.99,871.58,99.98
139,1554,Ministry of Road Transport & Highways,Roads & Highways,Upgradation to Two Lane with Paved Shoulders from Km 0.000 to Km 41.920 Green Field Alignment of Gowrelly to Valigonda Section of NH-930P in the State of Telangana on EPC Mode under Annual Plan 2022-23,MoRTH,619009,-,-,Telangana,11/2022,05/2026,04/2028,03/2028,690.33,690.33,0.0,0.0
139,1555,Ministry of Road Transport & Highways,Roads & Highways,Khammam-Devarapalle Pkg II [4L Access Controlled Greenfield from Somavaram village to Chintagudem village Design Chainage 33604 to 63117],NHAI,619128,-,-,Telangana,01/2021,09/2022,09/2024,08/2026,615.78,981.64,524.11,98.02
139,1556,Ministry of Road Transport & Highways,Roads & Highways,Thanamcherla-Jamandlapally 2LPS,NHAI,619165,-,-,Telangana,11/2013,03/2014,02/2023,12/2026,177.18,18.65,8.3,100.0
139,1557,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and upgradation of NH-221 from km 121/0 to 165/0 Rudrampur to Bhadrachalam section to two lane with paved shoulder under NHDPIV in the state of Telangana through EPC mode,MoRTH,619193,-,-,Telangana,01/2015,02/2015,02/2017,08/2026,295.47,334.82,375.14,82.76
139,1558,Ministry of Road Transport & Highways,Roads & Highways,Construction of 4 lane Bypass to Nalgonda Town lrorn Km 000 Existing Ch. 181590 to Km 14.00 Existing Ch. 28/685 ol Nakrekal to Nagarjunsagar Section of NH -565 in the State of Telangara on EPC under Annual Plan 2024 -25,MoRTH,619253,-,-,Telangana,10/2024,10/2025,10/2027,10/2027,516.17,516.17,0.0,55.62
139,1559,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation & Upgradation of Thorrur to Nehru Nagar section to Two Lane with Paved shoulders from Km 109/420 to Km 178/500 of NH 930P in the state of Telangana on EPC mode under Annual Plan 2022-2023,MoRTH,619265,-,-,Telangana,01/2025,07/2026,07/2028,07/2028,675.45,675.45,0.0,0.0
140,1560,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and up-gradation of road from km 16.077 to km 43.935 total length 27.858 km of Lalchara-Kanchanpur section via Shivbari on NH-44A to 2 lane with paved shoulder in the state of Tripura on EPC Mode Pkg-2 under BharatMala Pariyojana Manu-Simlung -2,NHIDCL,618307,-,-,Tripura,02/2022,01/2023,01/2025,01/2026,456.88,456.88,205.69,54.56
140,1561,Ministry of Road Transport & Highways,Roads & Highways,Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from Champak Nagar to Khayerpur section design Km 242500 to Km 261610 in the state of Tripura on EPC basis under NHO-NE,NHIDCL,618350,-,-,Tripura,12/2023,09/2024,09/2026,03/2027,920.66,920.66,404.6,48.3
140,1562,Ministry of Road Transport & Highways,Roads & Highways,Improvement and Widening to 2-lane with paved shoulder of road from design Km 72.000 Pati Chhari to design Km 107.654 Harina Total length 35.654 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-4,NHIDCL,618367,-,-,Tripura,01/2024,12/2024,12/2026,06/2027,726.9,726.9,100.25,9.5
140,1563,Ministry of Road Transport & Highways,Roads & Highways,Improvement and Widening to 2-lane with paved shoulder of road from design Km 36.000 Rangamati to design Km 72.000 Pati Chhari Total length 36.000 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-3,NHIDCL,618368,-,-,Tripura,01/2024,09/2024,09/2026,05/2027,670.9,670.9,183.24,14.7
140,1564,Ministry of Road Transport & Highways,Roads & Highways,Improvement and Widening to 2-lane with paved shoulder of road from existing Km 438.170 Khowai Chowmuhani to existing Km 439.410 South Pulinpur of NH-08 and from design Km 0.000 South Pulinpur to design Km 36.00 near Rangamati of NH 208 on Khowai Teliamura- Harina section Total length 37.24 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-2,NHIDCL,618369,-,-,Tripura,01/2024,09/2024,09/2026,03/2027,657.21,657.21,301.86,60.7
140,1565,Ministry of Road Transport & Highways,Roads & Highways,Improvement and Widening to 2-lane with paved shoulder of road from Km 101.300 to km 127.319 Total Length 26.019 Km i.e. the Khowai Teliamura-Amarpur-Harina- Sabroom section of NH 208 in the state of Tripura on EPC under JICA ODA Loan Phase VI Package-1,NHIDCL,618370,-,-,Tripura,01/2024,07/2024,07/2026,04/2027,431.78,431.78,265.36,63.15
140,1566,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved shoulder on EPC basis under NHO Package-III- Balance Work,NHIDCL,618385,-,-,Tripura,02/2020,09/2024,03/2026,03/2026,174.43,174.43,67.1,53.14
140,1567,Ministry of Road Transport & Highways,Roads & Highways,Melaghar-Srimantapur section on NH-08 Spur from Km 23 to Km 34.500 11.5 Km and overlay from Km 20.30 to Km 22.00 1.7 Km Total Length 13.2 Km,NHIDCL,618411,-,-,Tripura,01/2023,05/2023,11/2024,10/2026,195.95,195.95,95.54,72.48
140,1568,Ministry of Road Transport & Highways,Roads & Highways,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length 25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of Tripura on EPC basis under NHO-NE",NHIDCL,618417,-,-,Tripura,03/2023,03/2024,03/2027,03/2027,2026.05,2026.05,462.34,9.2
140,1569,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and upgradation to four lane road from km 70.500 to km 78.600 of NH- 92 under EPC mode in the State of Uttar Pradesh,MoRTH,617963,-,-,Uttar Pradesh,01/2022,01/2025,01/2027,01/2027,296.02,351.78,75.38,39.0
140,1570,Ministry of Road Transport & Highways,Roads & Highways,"Widening to Four Lane rigid pavement configuration from Km 90.00 to Km 100.800 on NH-96 Km 42.0 to Km 53.300 as per new NH-330,design length of 11.300 km under EPC mode in the state of Uttar Pradesh.",MoRTH,617964,-,-,Uttar Pradesh,12/2022,11/2024,11/2026,11/2026,309.63,309.63,41.92,31.09
140,1571,Ministry of Road Transport & Highways,Roads & Highways,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,MoRTH,618009,-,-,Uttar Pradesh,12/2019,10/2020,04/2022,12/2026,319.96,347.8,0.0,95.0
140,1572,Ministry of Road Transport & Highways,Roads & Highways,Construction of Balrampur bypass with 2L flexible pavement configuration from km.223.000 of NH-330 to km.328.300 of NH-730 under EPC mode,MoRTH,618054,-,-,Uttar Pradesh,12/2022,08/2024,02/2026,12/2026,515.69,515.69,128.55,56.0
140,1573,Ministry of Road Transport & Highways,Roads & Highways,Construction of Pratapgarh Bypass Extension connecting NH-31 to NH-330 on EPC mode in the State of Uttar Pradesh.,MoRTH,618055,-,-,Uttar Pradesh,10/2022,01/2024,06/2025,09/2026,225.17,225.17,66.96,78.0
140,1574,Ministry of Road Transport & Highways,Roads & Highways,Improvement and Up-gradation to two Lane with Paved Shoulder Configuration from existing km. 420.00 Shohrathgarh to km. 454.00 Uska Bazar of NH-730 in the state of Uttar Pradesh EPC basis,MoRTH,618056,-,-,Uttar Pradesh,01/2022,03/2024,09/2025,12/2026,509.65,484.42,120.57,62.0
140,1575,Ministry of Road Transport & Highways,Roads & Highways,Construction of Shohratgarh Bypass on NH-730 under EPC mode in the State of Uttar Pradesh,MoRTH,618057,-,-,Uttar Pradesh,10/2022,11/2023,05/2025,12/2026,189.31,189.31,31.42,54.0
141,1576,Ministry of Road Transport & Highways,Roads & Highways,Widening & Strenghteningof section from Bharthana chowk to Kodarkoot km.0.00 to km.40.00 of NH-91-A on EPC mode,MoRTH,618063,-,-,Uttar Pradesh,03/2020,03/2023,09/2024,12/2026,262.37,343.77,115.38,94.0
141,1577,Ministry of Road Transport & Highways,Roads & Highways,Construction of Amethi bypass Part-II at km.30.050 of NH-931 under EPC mode in the state of Uttar Pradesh,MoRTH,618066,-,-,Uttar Pradesh,12/2022,02/2025,02/2027,02/2027,283.86,283.86,38.69,48.0
141,1578,Ministry of Road Transport & Highways,Roads & Highways,"Rehabilitation & Up-gradation from design Km. 0.000 to Km. 69.280 of NH-931 Pratapgarh - Amethi - Gauriganj -Musafirkhana to two lane with paved shoulder on Engineering, Procurement & Construction EpC mode in the State of Uttar Pradesh",MoRTH,618067,-,-,Uttar Pradesh,05/2023,11/2025,11/2027,11/2027,1086.3,1086.3,24.29,9.32
141,1579,Ministry of Road Transport & Highways,Roads & Highways,Construction of two lane with paved shoulder from existing Km.0.000 to Km.55.610 design km. 0.000 to km. 54.048 of NH-124D,MoRTH,618075,-,-,Uttar Pradesh,12/2021,02/2024,02/2026,03/2027,840.93,773.58,210.11,77.0
141,1580,Ministry of Road Transport & Highways,Roads & Highways,Construction of Mariahu Bypass with four lane paved shoulder configuration Km. 53.540 to Km.59.200 of NH-135A on EPC mode in the state of Uttar Pradesh,MoRTH,618081,-,-,Uttar Pradesh,03/2023,02/2024,02/2026,12/2026,438.24,362.39,81.45,55.0
141,1581,Ministry of Road Transport & Highways,Roads & Highways,Widening & Upgradation to four lane configuration from Km.34.900 Bhadohi to km.73.134 Jaunpur of NH-135A on EPC mode,MoRTH,618082,-,-,Uttar Pradesh,03/2021,11/2022,05/2024,09/2026,395.62,392.03,0.0,95.0
141,1582,Ministry of Road Transport & Highways,Roads & Highways,Improvement and upgradation to two lane with paved shoulder configuration from existing km 90.00 to 130.00 Design length 39.15 of NH-227A near Sikriganj to Barhalganj in the State of UP on EPC Mode.,MoRTH,618111,-,-,Uttar Pradesh,08/2021,12/2023,06/2025,08/2026,403.36,345.34,142.17,96.0
141,1583,Ministry of Road Transport & Highways,Roads & Highways,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package I, from km 228.920 Jagarnathpur to Km 235.960/0.000 MakhaudaDham to Km 29.000 Sarpur in the State of Uttar Pradesh on EPC basis",MoRTH,618112,-,-,Uttar Pradesh,03/2022,05/2025,11/2026,05/2027,912.5,912.5,8.72,8.0
141,1584,Ministry of Road Transport & Highways,Roads & Highways,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package III, from Km.47.800 Gosaiganj to Km.73.300 Bikapur in the State of Uttar Pradesh on EPC basis.",MoRTH,618113,-,-,Uttar Pradesh,03/2022,05/2025,11/2026,05/2027,587.97,587.97,80.16,50.72
141,1585,Ministry of Road Transport & Highways,Roads & Highways,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg PackageV, from Design Km.140.960 Patranga to Km.160.200 Bahuvan Madar Majha on EPC mode in the State of Uttar Pradesh",MoRTH,618114,-,-,Uttar Pradesh,03/2023,02/2026,08/2028,08/2028,1192.33,1192.33,0.0,4.0
141,1586,Ministry of Road Transport & Highways,Roads & Highways,lmprovement and Up-gradation from Km. 73.300 Bikapur to Km.140.960 Patranga of NH-227B 84 Kosi Parikrama Marg to 2LPS along with Parikrama Path,MoRTH,618116,-,-,Uttar Pradesh,11/2022,01/2026,01/2028,01/2028,1679.75,1679.75,172.89,40.45
141,1587,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and upgradation from km 51.600 to km 75.700 of NH-321G Nuhkhas to Etah section to two lane with paved shoulder configuration under EPC mode in the State of Uttar Pradesh,MoRTH,618124,-,-,Uttar Pradesh,01/2022,02/2024,08/2025,11/2026,343.54,343.54,88.97,73.0
