report_month,state,ministry,sector,project_count,original_cost,revised_cost,expenditure
April2026,PAN India,Department of Telecommunications,Telecommunication,5,141080.68,263402.0,73544.16
April2026,PAN India,Ministry of Railways,Railways,1,274.39,274.39,0.0
April2026,Andaman & Nicobar,Ministry of Housing & Urban Affairs,Real Estate,1,209.88,209.88,0.0
April2026,Andaman & Nicobar,Ministry of Road Transport & Highways,Roads & Highways,3,653.97,1081.48,0.0
April2026,Andhra Pradesh,Department for Promotion of Industry & Internal Trade,Real Estate,3,7061.44,7061.44,966.01
April2026,Andhra Pradesh,Department of Higher Education,Education,1,305.0,305.0,64.25
April2026,Andhra Pradesh,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2535.97
April2026,Andhra Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,10901.5,57269.5,28166.88
April2026,Andhra Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,1224.86,1224.86,823.0
April2026,Andhra Pradesh,Ministry of Housing & Urban Affairs,Waste & Water,1,172.22,172.22,88.86
April2026,Andhra Pradesh,Ministry of Labour and Employment,Healthcare,1,384.27,384.27,253.37
April2026,Andhra Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,2658.34,2810.0,2315.2
April2026,Andhra Pradesh,2315.20,Oil & Gas,4,36642.34,36702.3,33641.98
April2026,Andhra Pradesh,Ministry of Power,Transmission & Distribution,6,20064.43,20064.4,6687.01
April2026,Andhra Pradesh,Ministry of Railways,Railways,24,47210.95,55165.6,39727.4
April2026,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,92,84981.17,83517.7,31423.13
April2026,Arunachal Pradesh,Department of Higher Education,Education,1,592.61,592.61,551.3
April2026,Arunachal Pradesh,Department of Telecommunications,Telecommunication,1,1255.49,1255.49,332.43
April2026,Arunachal Pradesh,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6877.97
April2026,Arunachal Pradesh,Ministry of Power,Electricity Generation,6,64102.68,83892.9,31344.62
April2026,Arunachal Pradesh,31344.62,Transmission & Distribution,2,4963.8,9338.7,8072.54
April2026,Arunachal Pradesh,Ministry of Railways,Railways,1,435.0,1250.0,853.0
April2026,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,13,8895.82,8895.82,1181.98
April2026,Assam,Department of Higher Education,Education,1,153.71,153.71,137.84
April2026,Assam,Department of Telecommunications,Telecommunication,1,1255.49,1255.49,332.43
April2026,Assam,"Department of Water Resources, River Development & GR",Water Resources,1,256.16,256.16,44.7
April2026,Assam,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,1712.0,2520.0,2627.39
April2026,Assam,Ministry of Coal,Coal,2,449.23,449.23,217.08
April2026,Assam,Ministry of Labour and Employment,Healthcare,1,143.23,154.75,130.08
April2026,Assam,Ministry of Petroleum & Natural Gas,Energy Storage,3,10768.4,11947.4,11231.34
April2026,Assam,11231.34,Oil & Gas,14,27356.06,37710.9,29379.02
April2026,Assam,Ministry of Power,Electricity Generation,1,6285.33,26075.5,26150.32
April2026,Assam,26150.32,Transmission & Distribution,1,5111.33,6700.0,5577.75
April2026,Assam,Ministry of Railways,Railways,9,19531.77,21246.8,12700.19
April2026,Assam,Ministry of Road Transport & Highways,Roads & Highways,55,49110.85,49762.0,14122.53
April2026,Bihar,Department of Higher Education,Education,1,499.21,499.21,449.96
April2026,Bihar,Department of Telecommunications,Telecommunication,3,3883.82,3691.11,1231.42
April2026,Bihar,"Department of Water Resources, River Development & GR",Waste & Water,5,2351.43,2351.43,1303.45
April2026,Bihar,1303.45,Water Resources,1,1622.27,2430.76,172.97
April2026,Bihar,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,3541.56,3541.56,1582.8
April2026,Bihar,Ministry of Health & Family Welfare,Healthcare,1,250.0,500.0,102.21
April2026,Bihar,102.21,Healthcare,1,1264.0,1264.0,0.0
April2026,Bihar,Ministry of Housing & Urban Affairs,Urban Public Transport,1,13365.77,13365.8,5197.09
April2026,Bihar,5197.09,Waste & Water,1,158.78,158.78,135.72
April2026,Bihar,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,10912.42
April2026,Bihar,10912.42,Oil & Gas,7,25153.5,27018.2,14520.84
April2026,Bihar,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3990.06
April2026,Bihar,Ministry of Power,Electricity Generation,2,40387.09,43704.6,16046.62
April2026,Bihar,16046.62,Transmission & Distribution,3,3119.63,3119.63,144.45
April2026,Bihar,Ministry of Railways,Railways,22,45121.2,49589.6,20003.94
April2026,Bihar,Ministry of Road Transport & Highways,Roads & Highways,80,100804.89,100223.0,29424.11
April2026,Chhattisgarh,Department of Higher Education,Education,1,1188.97,1188.97,0.0
April2026,Chhattisgarh,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2535.97
April2026,Chhattisgarh,"Department of Water Resources, River Development & GR",Water Resources,2,842.26,1109.33,867.91
April2026,Chhattisgarh,Ministry of Coal,Coal,14,34428.39,34428.4,12684.69
April2026,Chhattisgarh,12684.69,Railways,1,1686.22,2438.53,625.77
April2026,Chhattisgarh,Ministry of Health & Family Welfare,Healthcare,3,975.0,972.85,533.99
April2026,Chhattisgarh,Ministry of Petroleum & Natural Gas,Oil & Gas,3,10613.29,11024.0,7576.97
April2026,Chhattisgarh,Ministry of Power,Electricity Generation,2,25321.0,25897.0,6406.93
April2026,Chhattisgarh,Ministry of Railways,Railways,19,35085.53,39920.6,21279.21
April2026,Chhattisgarh,Ministry of Road Transport & Highways,Roads & Highways,24,19089.87,20458.4,8158.1
April2026,Chhattisgarh,Ministry of Steel,Metals & Mining,1,1700.0,1756.2,258.41
April2026,Chhattisgarh,258.41,Steel,5,7180.39,9700.39,6048.25
April2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Housing & Urban Affairs,Waste & Water,1,210.0,210.0,0.0
April2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Power,Transmission & Distribution,1,4546.26,4546.26,4528.07
April2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Railways,Railways,1,108000.0,108000.0,90501.89
April2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Road Transport & Highways,Roads & Highways,2,2107.8,2891.81,744.49
April2026,Delhi,Department of Higher Education,Education,2,706.49,709.42,349.89
April2026,Delhi,Department of Telecommunications,Telecommunication,1,248.2,248.2,237.39
April2026,Delhi,Ministry of Health & Family Welfare,Healthcare,2,4799.19,4799.19,24.68
April2026,Delhi,Ministry of Housing & Urban Affairs,Real Estate,1,32850.0,32841.0,13885.72
April2026,Delhi,13885.72,Urban Public Transport,4,51594.36,51594.4,20535.66
April2026,Delhi,Ministry of Power,Transmission & Distribution,3,3038.0,3038.0,2255.75
April2026,Delhi,Ministry of Railways,Railways,5,19348.46,20637.1,10731.3
April2026,Delhi,Ministry of Road Transport & Highways,Roads & Highways,6,11477.2,15088.6,10760.8
April2026,Goa,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,255.69,255.69,156.7
April2026,Goa,Ministry of Railways,Railways,3,7696.49,8074.62,6467.33
April2026,Goa,Ministry of Road Transport & Highways,Roads & Highways,4,1729.55,1505.43,236.87
April2026,Gujarat,Department of Higher Education,Education,1,490.63,490.63,335.08
April2026,Gujarat,"Department of Water Resources, River Development & GR",Water Resources,2,25739.93,40082.8,36817.84
April2026,Gujarat,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1668.1,1914.1,984.7
April2026,Gujarat,Ministry of Coal,Electricity Generation,4,5421.78,5421.78,2566.37
April2026,Gujarat,Ministry of Health & Family Welfare,Healthcare,3,1845.0,2477.48,2165.58
April2026,Gujarat,Ministry of Housing & Urban Affairs,Real Estate,1,539.0,539.0,599.76
April2026,Gujarat,599.76,Urban Public Transport,2,22793.32,24944.9,21450.3
April2026,Gujarat,Ministry of Labour and Employment,Healthcare,2,763.99,763.99,107.55
April2026,Gujarat,Ministry of Petroleum & Natural Gas,Energy Storage,3,19472.86,19420.4,15762.72
April2026,Gujarat,15762.72,Oil & Gas,11,32704.12,32400.0,24888.12
April2026,Gujarat,"Ministry of Ports, Shipping and Waterways",Shipping,2,4414.64,4455.25,2393.5
April2026,Gujarat,2393.50,"Tourism, Hospitality & Wellness",1,573.0,1238.05,614.91
April2026,Gujarat,Ministry of Power,Electricity Generation,1,339.35,339.35,370.0
April2026,Gujarat,370.00,Transmission & Distribution,15,69416.71,69416.7,14254.8
April2026,Gujarat,Ministry of Railways,Railways,27,189399.71,267208.0,239144.3
April2026,Gujarat,Ministry of Road Transport & Highways,Roads & Highways,46,50009.07,56623.3,25864.8
April2026,Haryana,Department for Promotion of Industry & Internal Trade,Logistics Infrastructure,1,763.0,763.0,430.0
April2026,Haryana,Ministry of Health & Family Welfare,Healthcare,1,1299.0,1646.43,651.42
April2026,Haryana,Ministry of Housing & Urban Affairs,Urban Public Transport,2,11683.71,11683.7,165.1
April2026,Haryana,165.10,Waste & Water,1,278.01,278.01,228.49
April2026,Haryana,Ministry of Petroleum & Natural Gas,Energy Storage,1,9028.0,9028.0,7160.82
April2026,Haryana,7160.82,Oil & Gas,6,46284.07,49955.1,36928.14
April2026,Haryana,Ministry of Power,Transmission & Distribution,2,11326.0,11326.0,2759.57
April2026,Haryana,Ministry of Railways,Railways,4,53464.0,126368.0,125791.51
April2026,Haryana,Ministry of Road Transport & Highways,Roads & Highways,24,32523.29,35571.1,13971.95
April2026,Himachal Pradesh,Department of Higher Education,Education,3,811.15,921.89,682.18
April2026,Himachal Pradesh,Ministry of Power,Electricity Generation,3,5113.04,11168.7,4115.64
April2026,Himachal Pradesh,Ministry of Railways,Railways,3,17005.0,17005.1,10532.56
April2026,Himachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,25,22698.11,26851.5,9814.17
April2026,Jammu and Kashmir,Department of Higher Education,Education,1,424.93,500.91,484.52
April2026,Jammu and Kashmir,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,861.37,861.37,319.5
April2026,Jammu and Kashmir,Ministry of Health & Family Welfare,Healthcare,1,1828.0,2160.84,1545.05
April2026,Jammu and Kashmir,Ministry of Petroleum & Natural Gas,Oil & Gas,2,1059.9,1059.9,306.82
April2026,Jammu and Kashmir,Ministry of Power,Electricity Generation,4,22207.77,27945.1,15983.32
April2026,Jammu and Kashmir,15983.32,Transmission & Distribution,1,218.6,218.6,3.72
April2026,Jammu and Kashmir,Ministry of Road Transport & Highways,Roads & Highways,37,33781.46,33862.9,13255.67
April2026,Jharkhand,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2535.97
April2026,Jharkhand,"Department of Water Resources, River Development & GR",Water Resources,2,5430.04,12010.3,6172.77
April2026,Jharkhand,Ministry of Coal,Coal,28,50047.42,49811.8,10660.97
April2026,Jharkhand,10660.97,Railways,1,1799.64,2564.34,1713.19
April2026,Jharkhand,Ministry of Health & Family Welfare,Healthcare,2,500.0,958.9,334.0
April2026,Jharkhand,Ministry of Housing & Urban Affairs,Waste & Water,3,654.14,654.14,403.16
April2026,Jharkhand,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,10912.42
April2026,Jharkhand,Ministry of Petroleum & Natural Gas,Oil & Gas,3,2010.07,2010.07,700.94
April2026,Jharkhand,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3990.06
April2026,Jharkhand,Ministry of Power,Coal,2,2083.0,2365.0,1072.11
April2026,Jharkhand,1072.11,Electricity Generation,2,33026.0,34660.0,20580.03
April2026,Jharkhand,20580.03,Transmission & Distribution,1,1842.25,1842.25,1648.05
April2026,Jharkhand,Ministry of Railways,Railways,14,38516.93,39377.6,11390.56
April2026,Jharkhand,Ministry of Road Transport & Highways,Roads & Highways,36,40068.85,39106.5,13475.31
April2026,Jharkhand,Ministry of Steel,Steel,6,2854.58,3572.87,1938.3
April2026,Karnataka,Department for Promotion of Industry & Internal Trade,Real Estate,1,1701.81,1701.81,278.35
April2026,Karnataka,"Department of Water Resources, River Development & GR",Water Resources,1,770.16,1606.07,1515.6
April2026,Karnataka,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,1143.4,1143.4,734.38
April2026,Karnataka,Ministry of Housing & Urban Affairs,Urban Public Transport,3,56804.24,61094.2,40079.41
April2026,Karnataka,40079.41,Waste & Water,1,162.73,162.73,79.5
April2026,Karnataka,Ministry of Labour and Employment,Healthcare,2,428.92,428.92,74.99
April2026,Karnataka,Ministry of Petroleum & Natural Gas,Energy Storage,1,678.0,1732.0,1118.26
April2026,Karnataka,1118.26,Oil & Gas,5,9662.0,12693.6,9655.02
April2026,Karnataka,"Ministry of Ports, Shipping and Waterways",Shipping,1,153.23,153.23,58.93
April2026,Karnataka,Ministry of Power,Transmission & Distribution,10,23490.99,23491.0,7293.05
April2026,Karnataka,Ministry of Railways,Railways,20,46557.93,52395.5,19806.28
April2026,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,74,79596.9,83492.5,31736.79
April2026,Karnataka,Ministry of Steel,Steel,1,1043.63,1043.63,609.8
April2026,Kerala,Department for Promotion of Industry & Internal Trade,Real Estate,1,3805.0,3805.0,0.0
April2026,Kerala,Department of Higher Education,Education,2,2533.45,2744.4,690.49
April2026,Kerala,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,484.57,484.57,204.6
April2026,Kerala,Ministry of Housing & Urban Affairs,Urban Public Transport,1,1957.05,1957.05,746.33
April2026,Kerala,Ministry of Petroleum & Natural Gas,Oil & Gas,3,8505.0,11889.0,5878.18
April2026,Kerala,Ministry of Power,Transmission & Distribution,1,173.14,173.14,2.08
April2026,Kerala,Ministry of Railways,Railways,3,2846.0,5183.64,3344.67
April2026,Kerala,Ministry of Road Transport & Highways,Roads & Highways,21,55629.95,61868.6,20327.79
April2026,Ladakh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,480.0,640.0,501.81
April2026,Ladakh,Ministry of Road Transport & Highways,Roads & Highways,3,1184.27,1184.27,825.09
April2026,Madhya Pradesh,Department of Higher Education,Education,1,496.28,496.28,78.35
April2026,Madhya Pradesh,Department of Telecommunications,Telecommunication,3,3883.82,3691.11,1231.42
April2026,Madhya Pradesh,"Department of Water Resources, River Development & GR",Water Resources,4,23658.27,23971.1,11742.99
April2026,Madhya Pradesh,Ministry of Coal,Coal,15,34550.26,34550.3,3443.05
April2026,Madhya Pradesh,Ministry of Health & Family Welfare,Healthcare,2,650.0,650.0,260.41
April2026,Madhya Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,2,14442.2,14442.2,9182.3
April2026,Madhya Pradesh,9182.30,Waste & Water,3,880.74,941.16,810.5
April2026,Madhya Pradesh,Ministry of Mines,Metals & Mining,1,1856.36,3800.0,965.07
April2026,Madhya Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,10088.0,10088.0,8529.58
April2026,Madhya Pradesh,8529.58,Oil & Gas,3,53003.25,53414.0,12360.8
April2026,Madhya Pradesh,Ministry of Power,Electricity Generation,1,20446.0,20446.0,1721.18
April2026,Madhya Pradesh,1721.18,Transmission & Distribution,10,46260.32,46260.3,7207.11
April2026,Madhya Pradesh,Ministry of Railways,Railways,18,55989.79,69626.6,55110.99
April2026,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,61,43398.77,40100.6,11482.23
April2026,Maharashtra,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2535.97
April2026,Maharashtra,"Department of Water Resources, River Development & GR",Water Resources,11,22660.36,32345.7,36882.64
April2026,Maharashtra,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,500.48,500.48,381.2
April2026,Maharashtra,Ministry of Coal,Coal,26,12900.3,12900.3,3152.48
April2026,Maharashtra,Ministry of Housing & Urban Affairs,Urban Public Transport,9,60255.66,74569.4,36353.25
April2026,Maharashtra,36353.25,Waste & Water,4,814.94,814.94,715.68
April2026,Maharashtra,Ministry of Labour and Employment,Healthcare,3,884.31,886.08,672.75
April2026,Maharashtra,Ministry of Petroleum & Natural Gas,Energy Storage,2,764.49,872.81,558.28
April2026,Maharashtra,558.28,Oil & Gas,12,45781.88,48746.3,21550.71
April2026,Maharashtra,"Ministry of Ports, Shipping and Waterways",Shipping,1,6000.0,6000.0,5999.89
April2026,Maharashtra,Ministry of Power,Transmission & Distribution,6,34016.67,34016.7,7275.4
April2026,Maharashtra,Ministry of Railways,Railways,34,266393.54,357833.0,287950.7
April2026,Maharashtra,Ministry of Road Transport & Highways,Roads & Highways,101,84448.08,90412.2,27651.08
April2026,Manipur,Department of Sports,Education,1,906.47,611.74,574.12
April2026,Manipur,"Department of Water Resources, River Development & GR",Water Resources,1,1449.44,1822.24,1837.91
April2026,Manipur,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,499.0,499.0,201.99
April2026,Manipur,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6877.97
April2026,Manipur,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
April2026,Manipur,Ministry of Railways,Railways,1,14323.0,21885.9,16020.78
April2026,Manipur,Ministry of Road Transport & Highways,Roads & Highways,30,10790.98,10791.0,5985.39
April2026,Meghalaya,Department of Higher Education,Education,1,494.52,429.7,368.98
April2026,Meghalaya,Department of Telecommunications,Telecommunication,1,971.96,971.96,232.79
April2026,Meghalaya,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6877.97
April2026,Meghalaya,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
April2026,Meghalaya,Ministry of Railways,Railways,2,9628.9,9646.9,1520.59
April2026,Meghalaya,Ministry of Road Transport & Highways,Roads & Highways,12,6148.96,5995.63,1034.15
April2026,Mizoram,Department of Higher Education,Education,1,474.23,474.23,167.55
April2026,Mizoram,Ministry of Petroleum & Natural Gas,Energy Storage,1,225.71,225.71,22.78
April2026,Mizoram,22.78,Oil & Gas,1,9265.0,9265.0,6877.97
April2026,Mizoram,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
April2026,Mizoram,Ministry of Road Transport & Highways,Roads & Highways,21,14421.14,14565.7,2548.87
April2026,Nagaland,Department of Higher Education,Education,1,275.63,275.63,263.25
April2026,Nagaland,Ministry of Petroleum & Natural Gas,Oil & Gas,2,9492.62,9492.62,6903.91
April2026,Nagaland,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
April2026,Nagaland,Ministry of Railways,Railways,2,8786.7,8786.7,6403.64
April2026,Nagaland,Ministry of Road Transport & Highways,Roads & Highways,19,6191.03,6745.08,925.84
April2026,Odisha,Department of Higher Education,Education,3,1882.56,1496.33,1017.41
